publication_number,title,filing_date,grant_date,family_id,assignees,cpc_codes,domains,country,filing_year
US-12048755-B2,Microcapsule compositions prepared from polysaccharides,20191217,20240730,71102892,INT FLAVORS & FRAGRANCES INC,A61K2800/413 | A61K8/84 | A61K2800/41 | A61K8/72 | A61K8/81 | A61K8/18 | A61K8/02 | A61K2800/412 | A61K | A61K8/00 | A61K8/87 | A61K2800/00 | A61K8/817 | A61K2800/40 | A61K8/11 | A61K8/73 | A61K8/732,Pharmaceutical,United States,2019
US-12060398-B2,Fibrous proteinaceous networks and methods of use thereof,20190621,20240813,68984317,UNIV NORTHEASTERN | HARVARD COLLEGE,A61K38/00 | A61K,Pharmaceutical,United States,2019
US-12129238-B2,"Crystalline form of propoxazepam, the method of its making and use as medicinal agent",20190130,20241029,71102262,REDER ANATOLIY | POZIGUN DMYTRO,A61K | A61K31/33 | A61K31/5513 | A61P25/00 | A61K31/00 | A61K31/55 | A61K31/395 | A61P | A61P25/02 | A61K31/551 | A61P29/00,Pharmaceutical,United States,2019
US-12157938-B2,Method of producing a high-energy hydroformed structure from a 2XXX-series alloy,20190904,20241203,63517773,AIRBUS SAS,C22C21/14 | C22C21/12 | C22 | C22C21/00 | C22F1/04 | C22F | C22F1/00 | C22C | C22F1/057 | C22C21/18 | C22C21/16,Metallurgy & Alloys,United States,2019
US-12186326-B2,Testosterone and estradiol transdermal spray,20190703,20250107,69059401,CELISTA PHARMACEUTICALS LLC,A61K47/08 | A61K9/70 | A61K31/56 | A61K47/00 | A61P | A61K47/30 | A61P15/00 | A61K31/568 | A61K47/14 | A61K47/06 | A61K47/10 | A61K9/0014 | A61K9/00 | A61K | A61K47/18 | A61K9/0012 | A61K9/7015 | A61K31/565 | A61K47/16 | A61K31/00 | A61K47/32,Pharmaceutical,United States,2019
US-12186329-B2,Compositions and methods related to cholic acid 7-sulfate as a treatment for diabetes,20190823,20250107,69591491,BRIGHAM & WOMENS HOSPITAL INC | HARVARD COLLEGE,A61K31/19 | A61K31/00 | A61K31/435 | A61K31/185 | A61P37/02 | A61K | A61K31/395 | A61P3/10 | A61K31/56 | A61K31/198 | A61P3/00 | A61K38/28 | A61K38/17 | A61K31/4985 | A61K45/06 | A61K45/00 | A61P5/00 | A61K31/575 | A61K38/00 | A61K31/197 | A61K31/195 | A61P5/48 | A61K31/4439 | A61K31/155 | A61K31/44 | A61P | A61K31/495 | A61P5/50 | A61K38/22 | A61P37/00 | A61K31/33 | A61K31/4427 | A61P3/08 | A61P3/04 | A61K31/13 | A61K38/16,Pharmaceutical,United States,2019
US-12239645-B2,Targeted dosing for the treatment of complement mediated disorders,20191217,20250304,71102328,ACHILLION PHARMACEUTICALS INC,A61K31/00 | A61P | A61K9/0053 | A61K31/395 | A61K31/495 | A61K31/505 | A61P27/02 | A61K9/0012 | A61K9/00 | A61P7/00 | A61K31/33 | A61K31/506 | A61P1/00 | A61P7/06 | A61P27/00 | A61P1/16 | A61K,Pharmaceutical,United States,2019
US-12465633-B2,Lipopeptide building blocks and synthetic virus-like particles,20191219,20251111,65013455,UNIV ZUERICH | VIROMETIX AG,A61K2039/525 | A61K2039/60 | A61K2039/55511 | A61P31/00 | A61P31/14 | A61K39/00 | A61K39/12 | A61K2039/51 | A61K | A61K2039/6018 | A61P | A61K2039/55555 | A61P31/12 | A61K2039/5258 | A61K2039/555,Pharmaceutical,United States,2019
US-12472138-B2,Cosmetic O/W mascara compositions comprising polyurethane resin,20191212,20251118,65041542,BOOTS CO PLC,A61K8/922 | A61K2800/80 | A61K8/18 | A61K8/84 | A61K8/00 | A61K8/925 | A61K2800/88 | A61K2800/00 | A61K8/72 | A61K2800/95 | A61K8/02 | A61K2800/43 | A61K2800/40 | A61K2800/87 | A61K8/87 | A61K8/92 | A61K2800/42 | A61K | A61K8/86 | A61K8/04 | A61K8/062 | A61K8/06,Pharmaceutical,United States,2019
US-12492244-B2,"Anti-family with sequence similarity 19, member A5 antibodies and method of use thereof",20191231,20251209,71407016,NEURACLE SCIENCE CO LTD,A61K39/00 | A61P9/10 | A61P25/28 | A61P27/02 | A61P25/00 | A61P43/00 | A61P35/00 | A61K2039/505 | A61P27/00 | A61P25/04 | A61P9/00 | A61K | A61P | A61P27/06,Pharmaceutical,United States,2019
US-10925952-B2,Checkpoint inhibitor and a whole cell Mycobacterium for use in cancer therapy,20200316,20210223,50071260,IMMODULON THERAPEUTICS LTD,A61P37/02 | A61K39/3955 | A61K39/39558 | A61K2039/54 | A61K2039/545 | A61K39/02 | A61K9/0019 | A61K39/04 | A61K35/00 | A61K9/00 | A61K9/0021 | A61K2039/51 | A61K | A61K35/66 | A61P35/04 | A61K2300/00 | A61K2039/58 | A61K39/00 | A61P35/02 | A61K39/39 | A61K9/0012 | A61P43/00 | A61P35/00 | A61K35/74 | A61K2039/52 | A61P37/00 | A61K39/395 | A61K2039/585 | A61K39/39533 | A61K2039/521 | A61P,Pharmaceutical,United States,2020
US-10973902-B2,Tilapia virus and uses thereof,20200206,20210413,56127461,UNIV RAMOT | UNIV COLUMBIA | KIMRON VETERINARY INST,A61K | A61K39/12 | A61K39/00,Pharmaceutical,United States,2020
US-11005287-B1,Advanced mobile energy storage device,20200225,20210511,69951788,PTGHS LLC,H01M10/48 | H01M2220/30 | H01M10/425 | H01M | H01M2220/00 | H01M10/42 | H01M10/00 | H01M10/4207 | H01M10/46 | H01M2010/4278,Electrochemical,United States,2020
US-11040077-B2,"Compositions and methods for improving skin health and for the treatment and prevention of diseases, disorders and conditions associated with pathogenic microbes",20200527,20210622,70476522,DERMBIONT INC,A61K8/99 | A61P31/00 | A61K31/395 | A61P | A61K31/40 | A61K8/4913 | A61K8/49 | A61K8/00 | A61K8/4906 | A61P31/04 | A61K9/0014 | A61K35/74 | A61K2300/00 | A61K9/00 | A61K8/96 | A61K8/30 | A61K35/747 | A61K35/741 | A61K35/744 | A61K31/33 | A61K9/0012 | A61K31/00 | A61P17/00 | A61K | A61K8/492 | A61K35/66 | A61K8/18 | A61K31/404 | A61K31/403 | A61K35/00,Pharmaceutical,United States,2020
US-11129892-B1,Vaccine compositions comprising endogenous Gag polypeptides,20200518,20210928,77887515,VNV NEWCO INC,A61K | A61K2039/64 | A61P | A61K2039/6031 | A61K39/385 | A61K39/00 | A61P31/00 | A61K2039/60 | A61K2039/57 | A61P31/14 | A61K39/12 | A61P31/12 | A61K39/145 | A61K2039/5258 | A61K39/215 | A61K2039/525 | A61K2039/51,Pharmaceutical,United States,2020
US-11130823-B2,Method for producing hydrogels,20200127,20210928,47296443,GELESIS LLC,A61P7/00 | A61P3/10 | A61K31/70 | A61P | A61P9/04 | A61P3/06 | A61K31/738 | A61P3/04 | A61K31/00 | A61P7/10 | A61P17/00 | A61P27/00 | A61K31/715 | A61P3/08 | A61P9/00 | A61P1/00 | A61P3/00 | A61K | A61P27/02 | A61P17/02,Pharmaceutical,United States,2020
US-11145906-B2,Secondary battery cell transfer apparatus for process of folding secondary battery cell,20200714,20211012,71620313,CLEVER CO LTD,H01M50/116 | H01M10/0583 | H01M10/0404 | H01M | H01M50/256 | H01M10/00 | H01M50/00 | H01M10/05 | H01M10/058 | H01M50/10 | H01M10/04 | H01M50/20,Electrochemical,United States,2020
US-11147814-B2,"(4-((3R,4R)-3-methoxytetrahydro-pyran-4-ylamino)piperidin-1-yl)(5-methyl-6-(((2R,6S)-6-(p- tolyl)tetrahydro-2H-pyran-2-yl)methylamino)pyrimidin-4-yl)methanone citrate",20200211,20211019,53502570,CENTREXION THERAPEUTICS CORP,A61K31/506 | A61P | A61K31/165 | A61K31/166 | A61K31/44 | A61K31/505 | A61K | A61K31/435 | A61K31/395 | A61K31/445 | A61K31/33 | A61K31/4523 | A61K31/335 | A61K31/00 | A61K31/16 | A61P29/00 | A61K31/35 | A61K31/4545 | A61K31/351 | A61K31/495,Pharmaceutical,United States,2020
US-11211812-B2,Controller and battery management methods,20200224,20211228,72966570,O2MICRO INC,H01M2010/4271 | H01M10/425 | H01M10/00 | H01M10/443 | H01M10/42 | H01M10/446 | H01M10/44 | H01M,Electrochemical,United States,2020
US-11297789-B2,Cannabis plant named ‘V1’,20200410,20220412,72747344,GENCANN LLC,A61K | A61K36/18 | A61K36/00 | A61K36/185,Pharmaceutical,United States,2020
US-11394336-B2,Battery pack and battery charger system,20200120,20220719,54554597,BLACK & DECKER INC,H01M50/296 | H01M50/207 | H01M50/20 | H01M10/44 | H01M10/04 | H01M50/543 | H01M2220/00 | H01M50/00 | H01M50/204 | H01M50/247 | H01M10/4207 | H01M | H01M10/441 | H01M10/42 | H01M50/244 | H01M10/0445 | H01M50/502 | H01M50/213 | H01M2220/30 | H01M10/46 | H01M50/209 | H01M10/00 | H01M50/597 | H01M50/50 | H01M50/584 | H01M10/425 | H01M50/572 | H01M50/59 | H01M50/588,Electrochemical,United States,2020
US-11398661-B1,Polypropylene carbonate and catalysts,20200921,20220726,72944616,APPLE INC,H01M10/00 | H01M50/44 | H01M50/218 | H01M10/65 | H01M10/60 | H01M50/289 | H01M50/293 | H01M50/222 | H01M50/449 | H01M10/658 | H01M2200/00 | H01M50/409 | H01M50/431 | H01M50/22 | H01M50/40 | H01M50/446 | H01M50/231 | H01M50/227 | H01M50/204 | H01M50/00 | H01M2200/10 | H01M50/20 | H01M | H01M50/207 | H01M50/209,Electrochemical,United States,2020
US-11400130-B2,Inhibitors for proliferating cell nuclear antigen and uses,20200812,20220802,59013552,PURDUE RESEARCH FOUNDATION,A61K | A61K38/06 | A61K38/00 | A61K45/00 | A61K38/04 | A61K45/06,Pharmaceutical,United States,2020
US-11400172-B2,Lanthanide complex formulations,20200124,20220802,52349617,GE HEALTHCARE AS,A61K9/0012 | A61K49/10 | A61K31/28 | A61K49/106 | A61K49/00 | A61K31/00 | A61K49/101 | A61K49/108 | A61K9/00 | A61K9/0019 | A61K49/06 | A61K49/08 | A61K,Pharmaceutical,United States,2020
US-11417889-B2,Acid battery pasting carrier,20200227,20220816,61244441,JOHNS MANVILLE,H01M2220/00 | H01M50/446 | H01M50/437 | H01M10/00 | H01M50/431 | H01M4/82 | H01M50/46 | H01M50/409 | H01M4/664 | H01M4/66 | H01M50/434 | H01M4/02 | H01M50/40 | H01M | H01M10/06 | H01M2220/20 | H01M50/00 | H01M50/414 | H01M50/417 | H01M50/44 | H01M4/64 | H01M4/00 | H01M50/411,Electrochemical,United States,2020
US-11444322-B2,Solid-state polymer electrolyte with improved processability and method for manufacturing the same,20200205,20220913,76547526,KOREA INST ENERGY RES,H01M10/0564 | H01M10/056 | H01M2300/0017 | H01M2300/0065 | H01M10/05 | H01M10/00 | H01M2300/0085 | H01M2300/00 | H01M | H01M2300/0082 | H01M10/0565,Electrochemical,United States,2020
US-11456488-B2,All solid type three-dimensional battery and method of manufacturing the same,20200909,20220927,61685733,SAMSUNG ELECTRONICS CO LTD,H01M4/00 | H01M4/0404 | H01M4/04 | H01M | H01M4/02 | H01M10/058 | H01M10/0585 | H01M10/05 | H01M10/0561 | H01M4/0402 | H01M10/056 | H01M10/0562 | H01M10/00 | H01M10/052 | H01M2004/025,Electrochemical,United States,2020
US-11456503-B2,Method and apparatus for streamlined battery swapping,20200129,20220927,76969386,ZEBRA TECH CORP,H01M10/425 | H01M2220/30 | H01M | H01M50/00 | H01M50/20 | H01M10/42 | H01M2220/00 | H01M10/48 | H01M2010/4278 | H01M10/00,Electrochemical,United States,2020
US-11486016-B2,Systems and methods for tailoring coefficients of thermal expansion between extreme positive and extreme negative values,20200103,20221101,52022940,TEXAS A & M UNIV SYS,C22F1/18 | C22 | C22F1/08 | C21D8/02 | C22F | C21D2211/008 | C21D8/0205 | C21D8/065 | C21D8/06 | C22F1/16 | C22F1/00 | C22F1/183 | C21D | C21D2201/01 | C21D2201/00 | C21D8/00 | C21D2211/00 | C22F1/10 | C21 | C21D2211/004,Metallurgy & Alloys,United States,2020
US-11491140-B2,"1H-pyrazolo[4,3-b]pyridines as PDE1 inhibitors",20200730,20221108,60806291,H LUNDBECK AS,A61K31/4745 | A61K31/50 | A61K31/435 | A61K31/47 | A61P25/14 | A61K31/44 | A61P25/24 | A61K31/4427 | A61K31/437 | A61K31/4353 | A61P25/18 | A61P25/16 | A61K31/495 | A61K | A61K31/4738 | A61P25/22 | A61K31/506 | A61K31/4162 | A61K31/501 | A61K31/444 | A61K31/505 | A61P25/28 | A61K31/33 | A61P25/00 | A61P | A61K31/41 | A61K31/415 | A61P43/00 | A61K31/00 | A61K31/395,Pharmaceutical,United States,2020
US-11504433-B2,Cholix-derived carriers for oral delivery of heterologous payload,20201221,20221122,70611452,APPLIED MOLECULAR TRANSPORT INC,A61K38/00 | A61K38/16 | A61K31/70 | A61K47/50 | A61K9/0012 | A61K39/00 | A61P | A61K38/17 | A61K47/65 | A61K31/00 | A61K31/713 | A61K2039/505 | A61K9/0053 | A61K47/62 | A61K39/395 | A61K38/20 | A61K47/64 | A61K31/7088 | A61K47/51 | A61K47/6415 | A61K38/19 | A61K38/22 | A61P29/00 | A61K | A61K39/02 | A61P1/00 | A61K47/00 | A61K38/2066 | A61K9/00 | A61K39/107,Pharmaceutical,United States,2020
US-11512128-B2,VEGF/DLL4 binding agents and uses thereof,20200714,20221129,47914946,MEREO BIOPHARMA 5 INC,A61K45/06 | A61P35/02 | A61K39/39533 | A61K31/395 | A61K31/7068 | A61P | A61K31/00 | A61K2039/505 | A61K2300/00 | A61K31/7052 | A61K31/70 | A61K31/4745 | A61K | A61K31/4738 | A61K31/7042 | A61K39/3955 | A61K31/706 | A61P35/00 | A61K39/00 | A61K31/435 | A61K45/00 | A61K39/395 | A61K31/47 | A61K31/7064 | A61K31/33,Pharmaceutical,United States,2020
US-11535531-B2,Reduced lateral leakage in reverse osmosis devices,20200805,20221227,80113622,NL CHEMICAL TECH INC | PETERSEN ROBERT J,C02F2103/08 | C02F1/00 | C02F2103/00 | C02F | C02F2301/02 | C02F2301/00 | C02F1/44 | C02F2301/026 | C02F1/441,Water Treatment,United States,2020
US-11577976-B2,Iodinated resin cartridge for spray bottle,20200619,20230214,74036694,IOTEX ANTI INFECTION PRODUCTS INC,C02F2307/02 | C02F2303/04 | C02F2201/002 | C02F1/72 | C02F2303/00 | C02F | C02F1/76 | C02F1/50 | C02F2201/00 | C02F1/68 | C02F1/00 | C02F2201/006 | C02F1/766 | C02F2307/00,Water Treatment,United States,2020
US-11583586-B2,Methods to induce targeted protein degradation through bifunctional molecules,20200928,20230221,56128661,DANA FARBER CANCER INST INC,A61K47/554 | A61K31/445 | A61K47/542 | A61K47/549 | A61K31/435 | A61K47/54 | A61K31/00 | A61K47/50 | A61K31/4523 | A61K | A61K31/33 | A61K31/454 | A61K31/44 | A61K47/545 | A61K47/00 | A61K31/395 | A61K47/51,Pharmaceutical,United States,2020
US-11594764-B2,All solid battery and manufacturing method of the same,20201119,20230228,76508156,TAIYO YUDEN KK,H01M10/0561 | H01M10/05 | H01M | H01M10/0562 | H01M2300/0017 | H01M10/058 | H01M2300/0068 | H01M4/70 | H01M4/00 | H01M4/64 | H01M10/052 | H01M10/00 | H01M2300/00 | H01M2300/0065 | H01M10/0525 | H01M4/02 | H01M10/056 | H01M2300/0071 | H01M10/0585,Electrochemical,United States,2020
US-11603595-B2,Electrolytic treatment device for preparing plastic parts to be metallized and a method for etching plastic parts,20201120,20230314,68653391,COVENTYA S P A,C25F | C25B | C25B11/00 | C25B11/042 | C25B9/17 | C25B11/04 | C25B11/046 | C25B9/19 | C25B9/00 | C25 | C25B1/28 | C25B1/00 | C25F7/02 | C25F3/00 | C25B1/24 | C25F7/00 | C25B1/01 | C25F3/02,Electrochemical,United States,2020
US-11607383-B2,Conductive polymer microneedle arrays for electronically-controlled drug release,20201013,20230321,75382453,UNIV WASHINGTON,A61K9/0087 | A61K | A61K9/0085 | A61K31/00 | A61K47/00 | A61K9/0097 | A61K45/06 | A61K9/0019 | A61K9/0012 | A61K9/0009 | A61K31/56 | A61K45/00 | A61K31/57 | A61K9/00 | A61K31/573 | A61K9/0021 | A61K47/34 | A61K9/0024 | A61K47/30 | A61K9/0002,Pharmaceutical,United States,2020
US-11638748-B2,Pathogen vaccines and methods of producing and using the same,20200909,20230502,59626358,HARVARD COLLEGE,A61P31/06 | A61K2039/6031 | A61K2039/55522 | A61K39/02 | A61P31/18 | A61K39/0258 | A61K39/00 | A61K2039/55561 | A61K45/00 | A61K39/385 | A61P33/00 | A61K2039/58 | A61P | A61K2039/555 | A61K2039/6087 | A61P31/14 | A61K39/025 | A61K2039/60 | A61K2039/55511 | A61P33/02 | A61K | A61P31/12 | A61P31/10 | A61P31/04 | A61K2039/6093 | A61K45/06 | A61P31/00,Pharmaceutical,United States,2020
US-11705739-B2,Communication system,20201009,20230718,75268684,DENSO CORP,H01M2220/00 | H01M2220/20 | H01M10/42 | H01M2010/4278 | H01M10/425 | H01M10/48 | H01M10/482 | H01M | H01M10/00,Electrochemical,United States,2020
US-11707416-B2,Prescription monitoring system,20200420,20230725,73651081,LEE KEVIN RICHARD | WOLLBORG KENAN J | TOOMBS ESQ GRADY L | LEE ALISON JANET,A61P25/36 | A61P | A61P25/30 | A61P25/00,Pharmaceutical,United States,2020
US-11738119-B2,Antimicrobial catheters,20200708,20230829,51731986,UNIV TEXAS,A61K45/06 | A61K31/14 | A61K31/395 | A61K31/13 | A61K31/00 | A61K31/65 | A61K31/165 | A61K31/33 | A61P | A61K | A61K31/496 | A61K31/16 | A61P31/04 | A61K31/495 | A61P31/00 | A61K45/00 | A61K31/155 | A61K2300/00,Pharmaceutical,United States,2020
US-11787877-B2,Antibody with non-natural amino acid introduced therein,20201222,20231017,58052165,RIKEN | KYOWA KIRIN CO LTD,A61K47/00 | A61K47/56 | A61K47/6855 | A61K47/6889 | A61K47/68033 | A61K39/00 | A61K47/59 | A61K47/51 | A61K47/50 | A61K39/395 | A61K47/68 | A61K47/6849 | A61K | A61K47/6851 | A61K47/6875 | A61K47/6835 | A61K47/6801 | A61K47/60 | A61K47/6803,Pharmaceutical,United States,2020
US-11802047-B2,Pure chlorine dioxide generation system with reduced acid usage,20200401,20231031,70296169,ECOLAB USA INC,C02F1/68 | C02F1/72 | C02F1/76 | C02F1/00 | C02F,Water Treatment,United States,2020
US-11834349-B1,Solar-powered buoyant evaporation system,20200813,20231205,72614974,E3 SOLUTIONS LLC,C02F1/12 | C02F1/04 | C02F | C02F2201/008 | C02F1/10 | C02F1/048 | C02F2201/00 | C02F1/02 | C02F1/00 | C02F2201/009,Water Treatment,United States,2020
US-11883370-B2,Extensional viscosity to promote safe swallowing of food boluses,20200212,20240130,46757378,NESTLE SA,A61K47/36 | A61K36/185 | A61K31/00 | A61K31/122 | A61K31/07 | A61K35/744 | A61K2035/115 | A61K31/33 | A61K47/00 | A61K36/18 | A61K31/70 | A61K36/00 | A61K31/7042 | A61K47/30 | A61K31/12 | A61P3/00 | A61K36/815 | A61K35/741 | A61P1/14 | A61K | A61K35/74 | A61K31/7048 | A61K47/46 | A61K35/747 | A61K2035/11 | A61K31/045 | A61P3/02 | A61P1/00 | A61K31/375 | A61K36/81 | A61K33/00 | A61K31/335 | A61K35/66 | A61P | A61K31/365 | A61K35/00,Pharmaceutical,United States,2020
US-11891416-B2,Recombinant viral vectors,20201019,20240206,42262391,INT AIDS VACCINE INITIATIVE INC,A61K39/12 | A61P | A61K39/21 | A61P31/12 | A61P31/14 | A61P31/00 | A61K | A61K2039/51 | A61K2039/525 | A61P31/18 | A61K2039/5256 | A61K39/00,Pharmaceutical,United States,2020
US-11898252-B2,"Aluminum-based alloy-plated steel sheet having excellent workability and corrosion resistance, and manufacturing method therefor",20201218,20240213,76478269,POSCO,C22C21/00 | C22 | C22C | C22C38/00 | C22C38/04 | C22C21/10 | C22C38/02,Metallurgy & Alloys,United States,2020
US-12006348-B2,T-cell modulatory multimeric polypeptide with conjugation sites and methods of use thereof,20200306,20240611,65634577,CUE BIOPHARMA INC,A61P37/02 | A61K38/17 | A61K35/14 | A61K38/16 | A61K47/51 | A61K38/177 | A61K39/00 | A61K38/1774 | A61K2039/6031 | A61K35/12 | A61K47/62 | A61K2039/605 | A61K47/50 | A61K | A61K35/00 | A61K47/00 | A61K2039/64 | A61K2039/60 | A61K35/17 | A61P37/00 | A61P | A61K39/385 | A61K38/00,Pharmaceutical,United States,2020
US-12024567-B2,Method of treating a tumor expressing carbonic anhydrase IX (G250) by administering a G250-specific chimeric antigen receptor,20201221,20240702,55273519,DANA FARBER CANCER INST INC,A61K35/12 | A61K40/11 | A61K39/00 | A61P1/00 | A61P13/00 | A61P35/00 | A61P11/00 | A61K40/4244 | A61K39/0005 | A61P13/12 | A61K40/00 | A61K2239/00 | A61K35/17 | A61K2239/38 | A61K35/00 | A61K2239/46 | A61K2239/31 | A61P15/00 | A61K38/20 | A61K40/41 | A61K2039/505 | A61K40/30 | A61P13/10 | A61K | A61K38/00 | A61K35/14 | A61K38/16 | A61K38/2013 | A61K40/42 | A61K40/10 | A61K38/17 | A61K39/0011 | A61K40/31 | A61K2239/56 | A61P | A61K40/40 | A61K38/19,Pharmaceutical,United States,2020
US-12109181-B2,Lidocaine patch and methods of use thereof,20200207,20241008,48780396,CIULLO JAMES,A61K31/167 | A61K9/70 | A61K31/00 | A61K31/165 | A61K9/00 | A61K31/16 | A61K9/7023 | A61K9/0002 | A61K | A61K9/0009,Pharmaceutical,United States,2020
US-12312319-B2,"Isoxazoline compounds, their preparation methods and use",20200630,20250527,73919376,METISA BIOTECHNOLOGY CO LTD,A61K31/33 | A61K31/00 | A61K31/395 | A61K | A61P33/14 | A61P | A61K31/42 | A61P33/00 | A61K31/41,Pharmaceutical,United States,2020
US-12365625-B2,Nanocarbon material and applications of nanocarbon material,20200312,20250722,72752214,H QUEST VANGUARD INC,C22C32/00 | C22 | C22C32/0084 | C22C | C22C14/00,Metallurgy & Alloys,United States,2020
US-12370884-B2,Pressurized gas tank receiving assembly for a motor vehicle,20201204,20250729,73740395,BOSCH GMBH ROBERT,H01M8/04201 | H01M8/04 | H01M8/04082 | H01M8/00 | H01M8/04029 | H01M2250/20 | H01M2250/00 | H01M8/04089 | H01M | H01M8/04007,Electrochemical,United States,2020
US-12384798-B2,ACC inhibitor and use thereof,20201106,20250812,75747847,NANJING RUIJIE PHARMA CO LTD,A61P25/00 | A61K9/00 | A61P19/00 | A61P35/02 | A61P1/16 | A61P5/50 | A61P5/48 | A61P13/12 | A61P31/04 | A61P31/14 | A61P3/10 | A61P13/00 | A61P9/00 | A61P19/08 | A61K9/0053 | A61P9/10 | A61P3/04 | A61P25/14 | A61P31/00 | A61P | A61P5/00 | A61P3/00 | A61P9/12 | A61P3/06 | A61P25/08 | A61P1/00 | A61K9/0012 | A61P33/06 | A61P33/00 | A61P25/28 | A61P33/02 | A61K9/0019 | A61P3/08 | A61P31/12 | A61K | A61P31/10 | A61P25/18 | A61P25/16 | A61P35/00,Pharmaceutical,United States,2020
US-12398120-B2,Substituted hydantoinamides as ADAMTS7 antagonists,20201112,20250826,68696358,BAYER AG | BROAD INST INC,A61K31/395 | A61K31/433 | A61K31/4164 | A61K31/41 | A61K31/501 | A61K31/4178 | A61K31/50 | A61K31/4965 | A61K31/497 | A61K31/00 | A61K31/33 | A61K31/4245 | A61K31/4174 | A61K31/435 | A61K31/4427 | A61K31/427 | A61K | A61P | A61K31/4439 | A61K31/4166 | A61K31/495 | A61P9/00 | A61K31/425 | A61K31/44,Pharmaceutical,United States,2020
US-12522645-B2,BCMA-targeted CAR-T cell therapy of multiple myeloma,20201104,20260113,73598214,JANSSEN BIOTECH INC | LEGEND BIOTECH USA INC,A61K2239/38 | A61K2039/51 | A61K2239/46 | A61K38/177 | A61K2239/48 | A61K40/30 | A61P35/00 | A61K2039/5156 | A61K2039/505 | A61K40/00 | A61K40/10 | A61K39/001102 | A61K40/31 | A61K38/00 | A61K40/4214 | A61K39/0011 | A61K40/4202 | A61K39/0005 | A61K2239/00 | A61K40/4215 | A61K40/41 | A61K39/001111 | A61K39/00 | A61K40/40 | A61K38/17 | A61K40/42 | A61K40/11 | A61P | A61K | A61K2039/515 | A61K38/16,Pharmaceutical,United States,2020
US-12528856-B2,Chimeric cytokine receptors comprising TGF β binding domains,20200828,20260120,72521701,ALLOGENE THERAPEUTICS INC,A61K40/11 | A61K | A61P | A61K40/41 | A61K40/10 | A61K40/4214 | A61P43/00 | A61K40/30 | A61K40/00 | A61K40/42 | A61K40/40 | A61K40/4202 | A61K40/4204 | A61K40/31 | A61K40/4203 | A61P35/00,Pharmaceutical,United States,2020
US-12548768-B2,"Active material layer for negative electrode, method for producing same, electrode mixture paste for power storage device negative electrode, negative electrode for power storage device, and power storage device",20201001,20260210,75337023,UBE CORP,H01M2004/021 | H01M4/0402 | H01M10/00 | H01M4/04 | H01M4/386 | H01M4/00 | H01M4/62 | H01M4/621 | H01M4/622 | H01M10/052 | H01M2004/027 | H01M | H01M4/38 | H01M10/0525 | H01M4/13 | H01M4/134 | H01M4/36 | H01M4/1395 | H01M4/0404 | H01M4/139 | H01M4/0471 | H01M10/05 | H01M4/02 | H01M2004/026,Electrochemical,United States,2020
US-12564555-B2,Continuous processes for manufacturing impregnated porous carriers and for manufacturing pharmaceuticals containing impregnated porous carriers,20201215,20260303,76478787,UNIV RUTGERS,A61K9/2004 | A61K9/2009 | A61K9/1652 | A61K31/192 | A61K9/2095 | A61K31/00 | A61K | A61K9/14 | A61K9/00 | A61K9/16 | A61K9/1605 | A61K9/20 | A61K31/19 | A61K31/185 | A61K9/1629 | A61K9/1611 | A61K9/1682,Pharmaceutical,United States,2020
US-11180449-B2,Crystal form of key intermediate of bruton tyrosine kinase (BTK) inhibitor and preparation method thereof,20210608,20211123,68252492,SHANGHAI ZAIQI BIO TECH CO LTD,A61P | A61P35/00,Pharmaceutical,United States,2021
